Date,Year,Category,Payee,Description,Location,Zip Code,Type,Trx Numbers,Amount,,
4/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,10353.2,,
7/17/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,415.8,,
6/30/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,12126.4,,
6/5/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,1973.4,,
1/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,976.5,,
8/16/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,1480.5,,
8/7/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,4290,,
12/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,705.6,,
9/28/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,3219.3,,
5/15/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,3045.9,,
3/24/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,4249,,
3/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,4890.6,,
4/23/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,5434,,
3/6/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,1144,,
3/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,4851,,
9/1/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,3689.4,,
5/18/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,3024,,
11/9/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,3803.8,,
5/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1474.2,,
2/17/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,3559.5,,
11/7/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,2974.4,,
4/23/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,13756.6,,
11/5/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,11397.1,,
10/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,4674.6,,
3/11/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,2822.4,,
4/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,12827.1,,
3/11/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,3231.9,,
11/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,1127.7,,
10/14/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,3038,,
6/7/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,2690.1,,
1/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,3503.5,,
10/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,5172.3,,
2/24/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,100.8,,
11/14/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,4888.8,,
4/1/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,5614,,
11/3/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,2774.2,,
3/27/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,9695.4,,
4/11/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,1414,,
8/29/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,4649.4,,
6/22/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,2639.7,,
9/27/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6449.3,,
2/3/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,7707.7,,
7/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,11554.4,,
1/15/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,11411.4,,
2/15/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,5110,,
2/8/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,6993,,
9/21/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,6293.7,,
5/30/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,4857.3,,
11/8/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,13313.3,,
4/19/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,13127.4,,
11/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,3861,,
1/3/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,1568.7,,
1/20/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,1015.3,,
6/2/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,9409.4,,
4/7/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,4176.9,,
11/23/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,850.5,,
5/5/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,5162.3,,
10/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,4781,,
8/1/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 9,22180,Cash out,,5467,,
11/18/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,6230.7,,
4/29/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,4529.7,,
6/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,7722,,
2/25/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,2110.5,,
2/17/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4164.3,,
1/9/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,2923.2,,
2/4/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,138.6,,
5/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,11168.3,,
1/18/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,4760,,
1/3/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,5341,,
4/27/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,4332.9,,
5/21/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,4076.1,,
4/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,364,,
2/7/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,6792.5,,
10/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,1568.7,,
4/4/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,636.3,,
4/2/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,2614.5,,
5/22/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 8,94020,Cash out,,5342.4,,
7/2/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,4690.4,,
12/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,6243.3,,
5/18/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,1348.2,,
9/1/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,9237.8,,
11/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,4019.4,,
4/14/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,13055.9,,
10/29/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,2631.2,,
12/26/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,1650.6,,
6/13/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,8008,,
6/2/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5625.9,,
11/8/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,2564.1,,
2/14/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,2073.5,,
3/6/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,3477.6,,
4/2/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2589.3,,
12/30/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,5052.6,,
3/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,1544.4,,
5/14/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3175.2,,
1/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,13899.6,,
9/20/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 9,22180,Cash out,,357,,
10/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1669.5,,
9/9/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,9423.7,,
4/26/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,3735.9,,
10/1/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,233.1,,
12/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,3477.6,,
12/31/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,5908,,
11/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,2671.2,,
6/19/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,258.3,,
9/23/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,2097.9,,
5/25/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,11768.9,,
3/29/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,10338.9,,
11/19/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,2488.2,,
12/5/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,3685.5,,
2/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,13685.1,,
4/11/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,5424.3,,
1/7/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,333.9,,
5/20/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,5934.5,,
12/22/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,1358.5,,
2/9/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,6098.4,,
10/22/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,8008,,
4/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,6635.2,,
9/29/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,705.6,,
3/15/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,8951.8,,
7/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,8851.7,,
2/9/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,10682.1,,
6/18/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,5833.8,,
1/10/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1726.2,,
9/9/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,9581,,
4/21/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,572,,
5/21/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,3339,,
5/12/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,6180.3,,
1/23/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,11482.9,,
2/1/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,2135.7,,
6/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,1830.4,,
3/23/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,1115.4,,
10/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,3388,,
2/28/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,614.9,,
12/11/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,5292,,
1/25/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,4038.3,,
8/29/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,3761.1,,
9/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,5877.3,,
2/20/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,774.9,,
6/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,10968.1,,
4/4/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,1058.2,,
2/21/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,5411.7,,
4/9/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,772.2,,
4/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,6149,,
11/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,333.9,,
9/1/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,1159.2,,
7/15/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,119.7,,
2/1/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,5005,,
9/23/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,7593.3,,
4/22/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,5361.3,,
1/25/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2727.9,,
5/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,7650.5,,
5/7/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3899.7,,
8/10/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,5950,,
9/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,10639.2,,
9/25/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,3331.9,,
5/5/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,4750.2,,
3/30/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,1129.7,,
8/1/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3187.8,,
1/19/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,8751.6,,
2/14/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,8594.3,,
10/6/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,5341,,
3/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,2902.9,,
1/16/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,4227.3,,
7/18/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,5663.7,,
11/12/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,14142.7,,
4/8/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,4800.6,,
8/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,4690.4,,
11/3/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,3103.1,,
2/12/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,4802,,
12/28/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,10439,,
6/21/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,6192.9,,
2/19/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,4104.1,,
7/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,585.9,,
10/27/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,1309,,
10/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,3269,,
8/17/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,4630.5,,
5/9/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,4788,,
10/6/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,756,,
11/13/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,8322.6,,
2/25/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2633.4,,
1/18/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,7293,,
4/17/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,13670.8,,
2/25/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,3817.8,,
11/27/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,8479.9,,
3/18/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,945,,
8/11/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,8751.6,,
6/13/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,1470,,
10/27/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,7722,,
5/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,1101.1,,
1/11/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,13299,,
4/7/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,12126.4,,
9/29/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,11668.8,,
4/16/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,1029.6,,
8/31/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,963.9,,
12/16/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,5203.8,,
9/1/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,4606,,
3/25/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,12455.3,,
4/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,2198.7,,
3/31/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,3303.3,,
8/4/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,1404.9,,
1/22/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,6821.1,,
6/12/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1650.6,,
3/12/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,4655.7,,
6/11/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,2282,,
6/8/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,8251.1,,
5/6/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,11139.7,,
10/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,1833.3,,
1/26/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,3049.2,,
2/7/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,13699.4,,
2/19/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,8866,,
8/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,4517.1,,
6/26/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,1988,,
12/25/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,4580.1,,
3/10/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,5922,,
1/15/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4630.5,,
10/5/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,5119.4,,
1/23/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,539,,
1/7/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,7879.3,,
2/6/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,2044.9,,
4/11/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,3937.5,,
3/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,2664.9,,
5/31/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,3105.9,,
4/6/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,2570.4,,
3/10/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,4475.9,,
10/10/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,94.5,,
1/15/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,2822.4,,
1/14/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,2608.2,,
4/6/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,2233,,
5/3/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,5317.2,,
2/26/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,8680.1,,
5/26/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,2986.2,,
10/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3477.6,,
6/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,3829,,
10/12/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,296.1,,
1/9/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,4932.9,,
9/19/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,5191.2,,
2/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,3572.1,,
2/7/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,1687.4,,
11/23/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,7750.6,,
2/21/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,7207.2,,
8/19/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,5367.6,,
3/2/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,7493.2,,
4/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,3950.1,,
4/29/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,5367.6,,
7/12/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 3,94003,Cash in,,815.1,,
3/18/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3225.6,,
5/31/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,4347.2,,
